,Name,Hometown,High School,Year,sport
13,Connor Killion,"Huntingdon Valley, Pa.",Lower Moreland,2019,swimming
14,Konnar Klinksiek,"San Antonio, Texas",Smithson Valley,2019,swimming
15,August Lamb,"Charlottesville, Va.",Western Albemarle,2019,swimming
16,Matthew Otto,"Newark, Del.",Salesianum,2019,swimming
17,Jason Quinn,"Chagrin Falls, Ohio",Chagrin Falls,2019,swimming
18,Oliver Rus,"Norwalk, Conn.",Fairfield College Preparatory,2019,swimming
19,Samuel Schilling,"Excelsior, Minn.",Minnetonka,2019,swimming
20,Ted Schubert,"Ashland, Va.",Patrick Henry,2019,swimming
21,Henry Schutte,"Grand Rapids, Mich.",Forest Hills Northern,2019,swimming
22,Bryce Shelton,"Vienna, Va.",George C. Marshall,2019,swimming
23,Casey Storch,"Great Falls, Va.",Langley,2019,swimming
24,Jack Walker,"Charlotte, N.C.",Myers Park,2019,swimming
25,Cooper Wozencraft,"Houston, Texas",Memorial,2019,swimming
26,Jack Wright,"Wexford, Pa.",North Allegheny,2019,swimming
0,Keefer Barnum,"Louisville, Ky.",Saint Xavier,2020,swimming
1,Brian Brennan,"Devon , PA",The Haverford School,2020,swimming
2,Matt Brownstead,"Port Matilda, Pa.",State College Area High,2020,swimming
3,William Cole,"Prospect, Ky",Saint Xavier High School,2020,swimming
4,Sean Conway,"Round Hill, Va.",Loudoun Valley,2020,swimming
5,Walker Creedon,"Cary, N.C.",Green Hope,2020,swimming
6,Max Edwards,"Winston-Salem, N.C.",Ronald Wilson Reagan,2020,swimming
7,Nico Ferrara,"Fort Lauderdale, Fla.",Pine Crest,2020,swimming
8,Josh Fong,"Moorestown, N.J.",Moorestown,2020,swimming
9,Tristan Gess,"Lakewood, Colo.",Green Mountain,2020,swimming
10,Justin Grender,"Cincinnati, Ohio",Saint Xavier,2020,swimming
11,Daniel Gyenis,"Herndon, VA",Oakton High School,2020,swimming
12,Tanner Hering,"Greensboro, NC",Page High School,2020,swimming
13,Jan Karolczak,"Warsaw, Poland",LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,2020,swimming
14,Connor Killion,"Huntingdon Valley, Pa.",Lower Moreland,2020,swimming
15,Konnar Klinksiek,"San Antonio, Texas",Smithson Valley,2020,swimming
16,August Lamb,"Charlottesville, Va.",Western Albemarle,2020,swimming
17,Addie Laurencelle,"Charleston, SC",Deerfield Academy,2020,swimming
18,Oliver Mills,"Alexandria, VA",Flint Hill High School,2020,swimming
19,Jack Moore,"Ashburn, Va.",Briar Woods High School,2020,swimming
20,Noah Nichols,"Midlothian, Va.",Steward School,2020,swimming
21,Matthew Otto,"Newark, Del.",Salesianum,2020,swimming
22,Samuel Schilling,"Excelsior, Minn.",Minnetonka,2020,swimming
23,Henry Schutte,"Grand Rapids, Mich.",Forest Hills Northern,2020,swimming
24,Casey Storch,"Great Falls, Va.",Langley,2020,swimming
25,Jack Walker,"Charlotte, N.C.",Myers Park,2020,swimming
26,Jack Wright,"Wexford, Pa.",North Allegheny,2020,swimming
0,Jack Aikins,"Atlanta, Ga.",West Forsyth HS,2021,swimming
1,Colin Bitz,"Owings Mills, Md.",McDonogh School,2021,swimming
2,Connor Boyle,"Naperville, Ill.",Neuqua Valley,2021,swimming
3,Brian Brennan,"Devon , PA",The Haverford School,2021,swimming
4,Matt Brownstead,"Port Matilda, Pa.",State College Area High,2021,swimming
5,William Cole,"Prospect, Ky",Saint Xavier High School,2021,swimming
6,Sean Conway,"Round Hill, Va.",Loudoun Valley,2021,swimming
7,Walker Creedon,"Cary, N.C.",Green Hope,2021,swimming
8,Max Edwards,"Winston-Salem, N.C.",Ronald Wilson Reagan,2021,swimming
9,Josh Fong,"Moorestown, N.J.",Moorestown,2021,swimming
10,Justin Grender,"Cincinnati, Ohio",Saint Xavier,2021,swimming
11,Tanner Hering,"Greensboro, NC",Page High School,2021,swimming
12,Max Iida,"Glenview, Ill.",Glenbrook South,2021,swimming
13,Jan Karolczak,"Warsaw, Poland",LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,2021,swimming
14,Matt King,"Snohomish, Wash.",,2021,swimming
15,August Lamb,"Charlottesville, Va.",Western Albemarle,2021,swimming
16,Addie Laurencelle,"Charleston, SC",Deerfield Academy,2021,swimming
17,Oliver Mills,"Alexandria, VA",Flint Hill High School,2021,swimming
18,Jack Moore,"Ashburn, Va.",Briar Woods High School,2021,swimming
19,Noah Nichols,"Midlothian, Va.",Steward School,2021,swimming
20,Joseph Perreault,"Fairfax, Va.",,2021,swimming
21,Nicholas Sanders,"Boulder, Colo.",Valor Christian HS,2021,swimming
22,Casey Storch,"Great Falls, Va.",Langley,2021,swimming
23,Matthew Styczen,"Saylorsburg, Pa.",Bethlehem Catholic,2021,swimming
24,Peter Thompson,"Billings, Mont.",Billings Senior High,2021,swimming
25,Daniel Worth,"Lee's Summit, Mo.",Lee's Summit North,2021,swimming
26,Jack Wright,"Wexford, Pa.",North Allegheny,2021,swimming
0,Jack Aikins,"Atlanta, Ga.",West Forsyth HS,2022,swimming
1,Colin Bitz,"Owings Mills, Md.",McDonogh School,2022,swimming
2,Connor Boyle,"Naperville, Ill.",Neuqua Valley,2022,swimming
3,Matt Brownstead,"Port Matilda, Pa.",State College Area High,2022,swimming
4,William Cole,"Prospect, Ky",Saint Xavier High School,2022,swimming
5,Tim Connery,"Davidson, N.C.",Christ the King Catholic,2022,swimming
6,Sean Conway,"Round Hill, Va.",Loudoun Valley,2022,swimming
7,Max Edwards,"Winston-Salem, N.C.",Ronald Wilson Reagan,2022,swimming
8,Josh Fong,"Moorestown, N.J.",Moorestown,2022,swimming
9,Patrick Gilhool,"Bethlehem, Pa.",Liberty HS,2022,swimming
10,Braeden Haughey,"Apex, N.C.",Middle Creek HS,2022,swimming
11,Matthew Heilman,"Crozet, Va.",Western Albemarle,2022,swimming
12,Tanner Hering,"Greensboro, NC",Page High School,2022,swimming
13,Alex Hotta,"Tokyo, Japan",St. Mary's International School,2022,swimming
14,Max Iida,"Glenview, Ill.",Glenbrook South,2022,swimming
15,Matt King,"Snohomish, Wash.",,2022,swimming
16,August Lamb,"Charlottesville, Va.",Western Albemarle,2022,swimming
17,Addie Laurencelle,"Charleston, SC",Deerfield Academy,2022,swimming
18,Oliver Mills,"Alexandria, VA",Flint Hill High School,2022,swimming
19,Jack Moore,"Ashburn, Va.",Briar Woods High School,2022,swimming
20,Kamal Muhammad,"Atlanta, Ga.",Lakeside,2022,swimming
21,Noah Nichols,"Midlothian, Va.",Steward School,2022,swimming
22,Joseph Perreault,"Fairfax, Va.",,2022,swimming
23,Nicholas Sanders,"Boulder, Colo.",Valor Christian HS,2022,swimming
24,Sebastien Sergile,"Alpharetta, Ga.",Centennial,2022,swimming
25,Matthew Styczen,"Saylorsburg, Pa.",Bethlehem Catholic,2022,swimming
26,Peter Thompson,"Billings, Mont.",Billings Senior High,2022,swimming
27,Daniel Worth,"Lee's Summit, Mo.",Lee's Summit North,2022,swimming
28,Jack Wright,"Wexford, Pa.",North Allegheny,2022,swimming
0,Jack Aikins,"Atlanta, Ga.",West Forsyth HS,2023,swimming
1,Hayden Bellotti,"Sugar Land, Texas",Clements HS,2023,swimming
2,Jack Berube,"Dallas, Texas",Woodrow Wilson HS,2023,swimming
3,Colin Bitz,"Owings Mills, Md.",McDonogh School,2023,swimming
4,Connor Boyle,"Naperville, Ill.",Neuqua Valley,2023,swimming
5,Matt Brownstead,"Port Matilda, Pa.",State College Area High,2023,swimming
6,William Cole,"Prospect, Ky",Saint Xavier High School,2023,swimming
7,Tim Connery,"Davidson, N.C.",Christ the King Catholic,2023,swimming
8,Teddy Cross,"Charlottesville, Va.",,2023,swimming
9,Tristen Davin,"Littleton, Colo.",Chatfield Senior HS,2023,swimming
10,Noah Dyer,"Herndon, Va.",Herndon HS,2023,swimming
11,Jay Gerloff,"Chesapeake, Va.",Hickory HS,2023,swimming
12,Patrick Gilhool,"Bethlehem, Pa.",Liberty HS,2023,swimming
13,Anthony Grimm,"Fairfax, Va.",Oakton HS,2023,swimming
14,Matthew Heilman,"Crozet, Va.",Western Albemarle,2023,swimming
15,Tanner Hering,"Greensboro, NC",Page High School,2023,swimming
16,Alex Hotta,"Tokyo, Japan",St. Mary's International School,2023,swimming
17,Max Iida,"Glenview, Ill.",Glenbrook South,2023,swimming
18,August Lamb,"Charlottesville, Va.",Western Albemarle,2023,swimming
19,Zack Larrick,"Arcadia, Calif.",Loyola HS,2023,swimming
20,Simon Lins,"Oakland, Calif.",Piedmont HS,2023,swimming
21,Jack Madoch,"Middleton, Wis.",Middleton HS,2023,swimming
22,Oliver Mills,"Alexandria, VA",Flint Hill High School,2023,swimming
23,Jack Moore,"Ashburn, Va.",Briar Woods High School,2023,swimming
24,Kamal Muhammad,"Atlanta, Ga.",Lakeside,2023,swimming
25,Noah Nichols,"Midlothian, Va.",Steward School,2023,swimming
26,Sam O'Brien,"Round Hill, Va.",Loudon Valley HS,2023,swimming
27,Nicholas Sanders,"Boulder, Colo.",Valor Christian HS,2023,swimming
28,Sebastien Sergile,"Alpharetta, Ga.",Centennial,2023,swimming
29,Matthew Styczen,"Saylorsburg, Pa.",Bethlehem Catholic,2023,swimming
30,Will Tenpas,"Chevy Chase, Md.",Bethesda Chevy Chase HS,2023,swimming
31,Peter Thompson,"Billings, Mont.",Billings Senior High,2023,swimming
32,Will Thompson,"Chapel Hill, N.C.",Carrboro HS,2023,swimming
33,Dean Treanor,"Cornelius, N.C.",William Amos Hough HS,2023,swimming
0,Randy Neish,"Glastonbury, Conn.",Glastonbury,2016,xc
1,Sam Teller,"Blacksburg, Va.",Blacksburg,2016,xc
0,Rohann Asfaw,"Rockville, Md.",Richard Montgomery,2017,xc
1,Ryan Buscaglia,"Richmond, Va.",Maggie Walker,2017,xc
2,Randy Neish,"Glastonbury, Conn.",Glastonbury,2017,xc
3,Sam Teller,"Blacksburg, Va.",Blacksburg,2017,xc
0,Rohann Asfaw,"Rockville, Md.",Richard Montgomery,2018,xc
1,Colton Bogucki,"Purcellville, Va.",Loudoun Valley,2018,xc
2,Ryan Buscaglia,"Richmond, Va.",Maggie Walker,2018,xc
3,Nolan Harris,"Riner, Va.",Auburn High School,2018,xc
4,Randy Neish,"Glastonbury, Conn.",Glastonbury,2018,xc
5,Grant Summers,"Lake Oswego, Ore.",Jesuit,2018,xc
6,Sam Teller,"Blacksburg, Va.",Blacksburg,2018,xc
0,Rohann Asfaw,"Rockville, Md.",Richard Montgomery,2019,xc
1,Colton Bogucki,"Purcellville, Va.",Loudoun Valley,2019,xc
2,Ryan Buscaglia,"Richmond, Va.",Maggie Walker,2019,xc
3,Justin Diehl,"Saint Leonard, Md.",Calvert High School,2019,xc
4,Cole Ginghina,"Dobbs Ferry, N.Y.",Dobbs Ferry,2019,xc
5,Nolan Harris,"Riner, Va.",Auburn High School,2019,xc
6,Jacob Hunter,"Leesburg, Va.",Loudoun Valley High School,2019,xc
7,Ali Ibrahim,"Glen Allen, Va.",Glen Allen,2019,xc
8,Randy Neish,"Glastonbury, Conn.",Glastonbury,2019,xc
9,Grant Summers,"Lake Oswego, Ore.",Jesuit,2019,xc
10,Sam Teller,"Blacksburg, Va.",Blacksburg,2019,xc
0,Rohann Asfaw,"Rockville, Md.",Richard Montgomery,2020,xc
1,Billy Atkinson,"Manhattan Beach, CA",Mira Costa High School,2020,xc
2,Will Baginski,"Ridgewood, N.J.",Ridgewood,2020,xc
3,Colton Bogucki,"Purcellville, Va.",Loudoun Valley,2020,xc
4,Justin Diehl,"Saint Leonard, Md.",Calvert High School,2020,xc
5,Jack Eliason,"Crozet, Va.",Western Albemarle High School,2020,xc
6,Cole Ginghina,"Dobbs Ferry, N.Y.",Dobbs Ferry,2020,xc
7,Jacob Hunter,"Leesburg, Va.",Loudoun Valley High School,2020,xc
8,Nick Karayianis,"Potomac, Md.",Bullis High School,2020,xc
9,Conor Murphy,"Providence, R.I.",Classical High School,2020,xc
10,Randy Neish,"Glastonbury, Conn.",Glastonbury,2020,xc
11,Wes Porter,"Kansas City, Mo.",Rockhurst High School,2020,xc
12,Yasin Sado,"Aurora, Colo.",Gateway High School,2020,xc
0,Rohann Asfaw,"Rockville, Md.",Richard Montgomery,2021,xc
1,Billy Atkinson,"Manhattan Beach, CA",Mira Costa High School,2021,xc
2,Will Baginski,"Ridgewood, N.J.",Ridgewood,2021,xc
3,Justin Diehl,"Saint Leonard, Md.",Calvert High School,2021,xc
4,Jack Eliason,"Crozet, Va.",Western Albemarle High School,2021,xc
5,Jacob Hunter,"Leesburg, Va.",Loudoun Valley High School,2021,xc
6,Andrew Jones,"Gainesville, Ga.",North Hall,2021,xc
7,Nick Karayianis,"Potomac, Md.",Bullis High School,2021,xc
8,Nathan Mountain,"Cincinnati, Ohio",St. Xavier,2021,xc
9,Conor Murphy,"Providence, R.I.",Classical High School,2021,xc
10,Wes Porter,"Kansas City, Mo.",Rockhurst High School,2021,xc
11,Yasin Sado,"Aurora, Colo.",Gateway High School,2021,xc
12,Justin Wachtel,"Forsyth, Ga.",Mary Persons,2021,xc
0,Will Anthony,"Whitby, Poriua, New Zealand",Scots College,2022,xc
1,Rohann Asfaw,"Rockville, Md.",Richard Montgomery,2022,xc
2,Billy Atkinson,"Manhattan Beach, CA",Mira Costa High School,2022,xc
3,Kenton Bachmann,"Knoxville, Tenn.",,2022,xc
4,Will Baginski,"Ridgewood, N.J.",Ridgewood,2022,xc
5,Justin Diehl,"Saint Leonard, Md.",Calvert High School,2022,xc
6,James Donahue,"Reading, Mass.",Belmont Hill School,2022,xc
7,Jack Eliason,"Crozet, Va.",Western Albemarle High School,2022,xc
8,Jacob Hunter,"Leesburg, Va.",Loudoun Valley High School,2022,xc
9,Andrew Jones,"Gainesville, Ga.",North Hall,2022,xc
10,Nick Karayianis,"Potomac, Md.",Bullis High School,2022,xc
11,Gary Martin,"Warminster, Pa.",Archbishop Wood,2022,xc
12,Owen McArdle,"Arlington, Va.",Yorktown,2022,xc
13,Griffin McCauley,"Stone Mountain, Ga.",Paideia School,2022,xc
14,Nathan Mountain,"Cincinnati, Ohio",St. Xavier,2022,xc
15,Conor Murphy,"Providence, R.I.",Classical High School,2022,xc
16,Myles Plummer,"Franklin Park, N.J.",Union Catholic,2022,xc
17,Wes Porter,"Kansas City, Mo.",Rockhurst High School,2022,xc
18,Kyle Rakitis,Woolwich Township,Kingsway Regional,2022,xc
19,Yasin Sado,"Aurora, Colo.",Gateway High School,2022,xc
20,Justin Wachtel,"Forsyth, Ga.",Mary Persons,2022,xc
0,Will Anthony,"Whitby, Poriua, New Zealand",Scots College,2023,xc
1,Billy Atkinson,"Manhattan Beach, CA",Mira Costa High School,2023,xc
2,Shane Cohen,"Huntingdon Valley, Pa.",,2023,xc
3,Aidan Cox,"Northwood, N.H",Coe Brown Academy,2023,xc
4,James Donahue,"Reading, Mass.",Belmont Hill School,2023,xc
5,Cayden Dyer,"Loveland, Ohio",Loveland,2023,xc
6,Jack Eliason,"Crozet, Va.",Western Albemarle High School,2023,xc
7,Matthew Fernando,"Atlanta, Ga.",,2023,xc
8,Jacob Hunter,"Leesburg, Va.",Loudoun Valley High School,2023,xc
9,Andrew Jones,"Gainesville, Ga.",North Hall,2023,xc
10,Nick Karayianis,"Potomac, Md.",Bullis High School,2023,xc
11,Alex Leath,"Vestavia Hills, Ala.",Vestavia Hills,2023,xc
12,Gary Martin,"Warminster, Pa.",Archbishop Wood,2023,xc
13,Connor Melko,"Mickleton, N.J.",,2023,xc
14,Nathan Mountain,"Cincinnati, Ohio",St. Xavier,2023,xc
15,Conor Murphy,"Providence, R.I.",Classical High School,2023,xc
16,Myles Plummer,"Franklin Park, N.J.",Union Catholic,2023,xc
17,Wes Porter,"Kansas City, Mo.",Rockhurst High School,2023,xc
18,Yasin Sado,"Aurora, Colo.",Gateway High School,2023,xc
19,Scott Sikorski,"Chicago, Ill.",,2023,xc
20,Isaac Thiessen,"Abingdon, Va.",,2023,xc
21,Justin Wachtel,"Forsyth, Ga.",Mary Persons,2023,xc
0,Amanda Crider,"Vienna, Va.",Marshall,2012,fhockey
1,Jenny Johnstone,"Paisley, Scotland",The High School of Glasgow,2012,fhockey
2,Jess Orrett,"Wells, England",Millfield School,2012,fhockey
3,Maddie DeCerbo,"Surf City, N.J.",Southern Regional,2012,fhockey
4,Tollie Bell,"Norfolk, Va.",Maury,2012,fhockey
5,Taylor Brown,"Charlottesville, Va.",The Covenant School,2012,fhockey
6,Carissa Vittese,"Cherry Hill, N.J.",Camden Catholic,2012,fhockey
7,Michelle Vittese,"Cherry Hill, N.J.",Camden Catholic,2012,fhockey
8,Britt Knouse,"Mount Joy, Pa.",Donegal,2012,fhockey
9,Phoebe Willis,"Fredericksburg, Va.",James Monroe,2012,fhockey
10,Elizabeth Hanks,"Hummelstown, Pa.",Hershey,2012,fhockey
11,Kelsey LeBlanc,"Haverford, Pa.",Haverford,2012,fhockey
12,Jessica White,"Linfield, Australia",Ravenswood School for Girls,2012,fhockey
13,Lane Smith,"Ottawa Hills, Ohio",Ottawa Hills,2012,fhockey
14,Hadley Bell,"Shaker Heights, Ohio",Hathaway Brown,2012,fhockey
15,Elly Buckley,"Scarborough, Perth, Australia",,2012,fhockey
16,Chloe Pendlebury,"Perth, Australia",,2012,fhockey
17,Sarah Weber,"Morestown, N.J.",Morestown,2012,fhockey
18,Paige Selenski,"Shavertown, Pa.",Dallas,2012,fhockey
19,Rachel Sumfest,"Lewisburg, Pa.",Lewisburg,2012,fhockey
20,Katie Robinson,"Mount Joy, Pa.",Donegal,2012,fhockey
21,Sallie Seiy,"Martinsville, Va.",Carlisle School,2012,fhockey
22,Rebecca Holden,"Fishing Creek, N.J.",Lower Cape May,2012,fhockey
0,Jenny Johnstone,"Paisley, Scotland",The High School of Glasgow,2013,fhockey
1,Katie Kelly,"Phoenixville, Pa.",Archbishop Carroll,2013,fhockey
2,Jess Orrett,"Wells, England",Millfield School,2013,fhockey
3,Maddie DeCerbo,"Surf City, N.J.",Southern Regional,2013,fhockey
4,Caleigh Foust,"Bryn Mawr, Pa.",Harriton,2013,fhockey
5,Tollie Bell,"Norfolk, Va.",Maury,2013,fhockey
6,Taylor Brown,"Charlottesville, Va.",The Covenant School,2013,fhockey
7,Carissa Vittese,"Cherry Hill, N.J.",Camden Catholic,2013,fhockey
8,Macy Peebles,"Yorktown, Va.",Tabb,2013,fhockey
9,Emilia Tapsall,"Old Greenwich, Conn.",Greenwich Academy,2013,fhockey
10,Lucy Hyams,"Whitstable, England",,2013,fhockey
11,Elizabeth Hanks,"Hummelstown, Pa.",Hershey,2013,fhockey
12,Kelsey LeBlanc,"Haverford, Pa.",Haverford,2013,fhockey
13,Emily Faught,"Newtown Square, Pa.",Academy of Notre Dame,2013,fhockey
14,Lane Smith,"Ottawa Hills, Ohio",Ottawa Hills,2013,fhockey
15,Hadley Bell,"Shaker Heights, Ohio",Hathaway Brown,2013,fhockey
16,Elly Buckley,"Scarborough, Perth, Australia",,2013,fhockey
17,Chloe Pendlebury,"Perth, Australia",,2013,fhockey
18,Sarah Weber,"Morestown, N.J.",Morestown,2013,fhockey
19,Riley Tata,"Virginia Beach, Va.",Norfolk Academy,2013,fhockey
20,Megan Kelly,"Phoenixville, Pa.",Archbishop Carroll,2013,fhockey
21,Jeannie Blackwood,"Virginia Beach, Va.",Frank W. Cox,2013,fhockey
22,Katie Robinson,"Mount Joy, Pa.",Donegal,2013,fhockey
23,Rebecca Holden,"Fishing Creek, N.J.",Lower Cape May,2013,fhockey
0,Jenny Johnstone,"Paisley, Scotland",The High School of Glasgow,2014,fhockey
1,Katie Kelly,"Phoenixville, Pa.",Archbishop Carroll,2014,fhockey
2,Jess Orrett,"Wells, England",Millfield School,2014,fhockey
3,Maddie DeCerbo,"Surf City, N.J.",Southern Regional,2014,fhockey
4,Caleigh Foust,"Bryn Mawr, Pa.",Harriton,2014,fhockey
5,Tollie Bell,"Norfolk, Va.",Maury,2014,fhockey
6,Taylor Brown,"Charlottesville, Va.",The Covenant School,2014,fhockey
7,Tara Vittese,"Cherry Hill, N.J.",Camden Catholic,2014,fhockey
8,Macy Peebles,"Yorktown, Va.",Tabb,2014,fhockey
9,Emilia Tapsall,"Old Greenwich, Conn.",Greenwich Academy,2014,fhockey
10,Lucy Hyams,"Whitstable, England",,2014,fhockey
11,Rachael Ulsh,"Centreville, Va.",Westfield,2014,fhockey
12,Kelsey LeBlanc,"Haverford, Pa.",Haverford,2014,fhockey
13,Emily Faught,"Newtown Square, Pa.",Academy of Notre Dame,2014,fhockey
14,Emilie Bergmann,"Dordrecht, Netherlands",Stedelijk Dalton Lyceum,2014,fhockey
15,Nadine Koning,"Laren, Netherlands",,2014,fhockey
16,Liz Stern-Green,"Alexandria, Va.",Mercersburg Academy (Pa.),2014,fhockey
17,Becca Zamojcin,"Phoenixville, Pa.",Archbishop Carroll,2014,fhockey
18,Riley Tata,"Virginia Beach, Va.",Norfolk Academy,2014,fhockey
19,Megan Kelly,"Phoenixville, Pa.",Archbishop Carroll,2014,fhockey
20,Jeannie Blackwood,"Virginia Beach, Va.",Frank W. Cox,2014,fhockey
21,Carrera Lucas,"Brooklandville, Md.",St. Paul's School for Girls,2014,fhockey
22,Rebecca Holden,"Fishing Creek, N.J.",Lower Cape May,2014,fhockey
0,Nikki Freeman,"Downington, Pa.",Downington West,2015,fhockey
1,Katie Kelly,"Phoenixville, Pa.",Archbishop Carroll,2015,fhockey
2,Greta Ell,"Plains, Pa.",Holy Redeemer,2015,fhockey
3,Caleigh Foust,"Bryn Mawr, Pa.",Harriton,2015,fhockey
4,Tollie Bell,"Norfolk, Va.",Maury,2015,fhockey
5,Laura Schnatmeier,"Bad Schwartau, Germany",GAM Schwartau,2015,fhockey
6,Taylor Brown,"Charlottesville, Va.",The Covenant School,2015,fhockey
7,Tara Vittese,"Cherry Hill, N.J.",Camden Catholic,2015,fhockey
8,Macy Peebles,"Yorktown, Va.",Tabb,2015,fhockey
9,Emilia Tapsall,"Old Greenwich, Conn.",Greenwich Academy,2015,fhockey
10,Lucy Hyams,"Whitstable, England",,2015,fhockey
11,Rachael Ulsh,"Centreville, Va.",Westfield,2015,fhockey
12,Izzy McDonough,"Kennett Square, Pa.",Unionville,2015,fhockey
13,Emily Faught,"Newtown Square, Pa.",Academy of Notre Dame,2015,fhockey
14,Emilie Bergmann,"Dordrecht, Netherlands",Stedelijk Dalton Lyceum,2015,fhockey
15,Emma Haupt,"Virginia Beach, Va.",Franklin W. Cox,2015,fhockey
16,Nadine Koning,"Laren, Netherlands",,2015,fhockey
17,Bailey Fanikos,"Lynnfield, Mass.",Lynnfield,2015,fhockey
18,Liz Stern-Green,"Alexandria, Va.",Mercersburg Academy (Pa.),2015,fhockey
19,Becca Zamojcin,"Phoenixville, Pa.",Archbishop Carroll,2015,fhockey
20,Riley Tata,"Virginia Beach, Va.",Norfolk Academy,2015,fhockey
21,Megan Kelly,"Phoenixville, Pa.",Archbishop Carroll,2015,fhockey
22,Jeannie Blackwood,"Virginia Beach, Va.",Frank W. Cox,2015,fhockey
23,Carrera Lucas,"Brooklandville, Md.",St. Paul's School for Girls,2015,fhockey
24,Rebecca Holden,"Fishing Creek, N.J.",Lower Cape May,2015,fhockey
0,Nikki Freeman,"Downington, Pa.",Downington West,2016,fhockey
1,Katie Kelly,"Phoenixville, Pa.",Archbishop Carroll,2016,fhockey
2,Erin Shanahan,"Pasadena, Md.",Archbishop Spalding,2016,fhockey
3,Greta Ell,"Plains, Pa.",Holy Redeemer,2016,fhockey
4,Caleigh Foust,"Bryn Mawr, Pa.",Harriton,2016,fhockey
5,Laura Schnatmeier,"Bad Schwartau, Germany",GAM Schwartau,2016,fhockey
6,Averi Bent,"Philadelphia, Pa.",Masterman,2016,fhockey
7,Tara Vittese,"Cherry Hill, N.J.",Camden Catholic,2016,fhockey
8,Macy Peebles,"Yorktown, Va.",Tabb,2016,fhockey
9,Colleen Norair,"Fredericksburg, Va.",Fredericksburg Academy,2016,fhockey
10,Lucy Hyams,"Whitstable, England",,2016,fhockey
11,Izzy McDonough,"Kennett Square, Pa.",Unionville,2016,fhockey
12,Emily Faught,"Newtown Square, Pa.",Academy of Notre Dame,2016,fhockey
13,Emilie Bergmann,"Dordrecht, Netherlands",Stedelijk Dalton Lyceum,2016,fhockey
14,Emma Haupt,"Virginia Beach, Va.",Franklin W. Cox,2016,fhockey
15,Nadine Koning,"Laren, Netherlands",,2016,fhockey
16,Bailey Fanikos,"Lynnfield, Mass.",Lynnfield,2016,fhockey
17,Liz Stern-Green,"Alexandria, Va.",Mercersburg Academy (Pa.),2016,fhockey
18,Becca Zamojcin,"Phoenixville, Pa.",Archbishop Carroll,2016,fhockey
19,Riley Tata,"Virginia Beach, Va.",Norfolk Academy,2016,fhockey
20,Megan Kelly,"Phoenixville, Pa.",Archbishop Carroll,2016,fhockey
